208,18,1,3135,0000-00-00 00:00:00,,スナイパールーム（攻撃縛り）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
209,18,2,3136,0000-00-00 00:00:00,,花園を荒らすもの（片面縛り）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
210,18,1,3137,0000-00-00 00:00:00,,炎と水の試練場（スプレーなし）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
211,18,2,3138,0000-00-00 00:00:00,,ひみつの花園（100秒縛り）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
212,18,1,3139,0000-00-00 00:00:00,,倍々ゲームの穴（12匹縛り）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
213,18,2,3140,0000-00-00 00:00:00,,神々のおもちゃ箱（渋滞選手権）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
214,18,3,,,base,,,,,,,,,,,,,,
215,18,0,,,,,,,,,,,,,,,,,
216,18,4,,,base,,,,,,,,,,,,,,
217,18,2,3141,0000-00-00 00:00:00,,赤の洞窟（1775ポコ）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
218,18,1,3142,0000-00-00 00:00:00,,コレクタールーム（残35匹）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
219,18,2,3143,0000-00-00 00:00:00,,どっすん迷路（アメ１残し）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
220,18,1,3144,0000-00-00 00:00:00,,土とんの洞窟（スプレー１種）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
221,18,2,3145,0000-00-00 00:00:00,,コンクリート迷路（タマゴなし）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
222,18,1,3146,0000-00-00 00:00:00,,ショイグモの巣（遠視縛り）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
