173,17,1,3113,0000-00-00 00:00:00,ore04,グリーンホール（エキス持ち帰り）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
174,17,0,0,0000-00-00 00:00:00,,,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
175,17,0,0,0000-00-00 00:00:00,,,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
176,17,1,3114,0000-00-00 00:00:00,ore02,コレクタールーム（A禁止）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
177,17,0,,0000-00-00 00:00:00,,,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
178,17,1,3115,0000-00-00 00:00:00,ore01,鉄人の穴（20匹縛り）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
179,17,3,,0000-00-00 00:00:00,base,,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
180,17,1,3116,0000-00-00 00:00:00,ore01,赤の洞窟（1775ポコ）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
181,17,1,3117,0000-00-00 00:00:00,ore01,新参者の試練場（再利用禁止）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
182,17,0,,0000-00-00 00:00:00,,,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
183,17,1,3118,0000-00-00 00:00:00,ore01,たそがれの庭（近視）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
184,17,1,3119,0000-00-00 00:00:00,ore01,ショイグモの巣（残ピク減点）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
185,17,1,3120,0000-00-00 00:00:00,ore01,食神のかまど（120スタート）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
186,17,1,3121,0000-00-00 00:00:00,ore01,花畑を荒らすもの（片面のみ）,0,0,0,,0,0,0,0,0,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00
